Instance,Stations(m),RankInBestRun,Fitness,Cycle,StationIndex,StationLoad,StationUtilization(Load/Cycle),TasksSequence
ARC111,12,1,0.000080,12542.0,1,12533,0.9993,1 2 3 4 9 5 8 7 6 111 68 51 52 53 50
ARC111,12,1,0.000080,12542.0,2,12537,0.9996,10 12 11 15 26 19 14 22 24
ARC111,12,1,0.000080,12542.0,3,12541,0.9999,23 32 41 13 16 18 21 17 45
ARC111,12,1,0.000080,12542.0,4,12541,0.9999,28 36 44 25 31 39 40 67 29 37 27
ARC111,12,1,0.000080,12542.0,5,12538,0.9997,34 42 63 35
ARC111,12,1,0.000080,12542.0,6,12528,0.9989,47 60 58 55 59 33
ARC111,12,1,0.000080,12542.0,7,12527,0.9988,61 56 64 72 74 85
ARC111,12,1,0.000080,12542.0,8,12534,0.9994,76 62 71 54 48
ARC111,12,1,0.000080,12542.0,9,12542,1.0000,70 57 65 73 75 69 79 78 30 38 46 43 49 82 109
ARC111,12,1,0.000080,12542.0,10,12519,0.9982,77 83 84 89 88 80 86 20 90
ARC111,12,1,0.000080,12542.0,11,12517,0.9980,81 91 94 92 87 93 105 104 66 106 110
ARC111,12,1,0.000080,12542.0,12,12542,1.0000,95 98 96 101 103 108 100 97 102 99 107
ARC111,12,2,0.000080,12542.0,1,12533,0.9993,1 2 3 4 9 5 8 7 6 111 68 51 52 53 50
ARC111,12,2,0.000080,12542.0,2,12537,0.9996,10 12 11 15 26 19 14 22 24
ARC111,12,2,0.000080,12542.0,3,12541,0.9999,23 32 41 13 16 18 21 17 45
ARC111,12,2,0.000080,12542.0,4,12541,0.9999,28 36 44 25 31 39 40 67 29 37 27
ARC111,12,2,0.000080,12542.0,5,12538,0.9997,34 42 63 35
ARC111,12,2,0.000080,12542.0,6,12528,0.9989,47 60 58 55 59 33
ARC111,12,2,0.000080,12542.0,7,12527,0.9988,61 56 64 72 74 85
ARC111,12,2,0.000080,12542.0,8,12534,0.9994,76 62 71 54 48
ARC111,12,2,0.000080,12542.0,9,12542,1.0000,70 57 65 73 75 69 79 78 30 38 46 43 49 82 109
ARC111,12,2,0.000080,12542.0,10,12519,0.9982,77 83 84 89 88 80 86 20 90
ARC111,12,2,0.000080,12542.0,11,12517,0.9980,81 91 94 92 87 93 105 104 66 106 110
ARC111,12,2,0.000080,12542.0,12,12542,1.0000,95 98 96 101 103 108 100 97 102 99 107
ARC111,12,3,0.000080,12565.0,1,12543,0.9982,1 2 3 4 5 9 10 11 7 111 50 51 52 53 109 44 45 48
ARC111,12,3,0.000080,12565.0,2,12561,0.9997,12 16 15 27 13 21 26 8 18 17 28 36 29 37 19 35
ARC111,12,3,0.000080,12565.0,3,12555,0.9992,6 14 22 25 34 24 43 66 86 30
ARC111,12,3,0.000080,12565.0,4,12520,0.9964,31 23 32 41 40 67 46
ARC111,12,3,0.000080,12565.0,5,12521,0.9965,42 39 68 65 38
ARC111,12,3,0.000080,12565.0,6,12520,0.9964,47 55 54 56 58
ARC111,12,3,0.000080,12565.0,7,12542,0.9982,64 62 61 69 59 49 20
ARC111,12,3,0.000080,12565.0,8,12508,0.9955,60 71 70 73 75 82 106
ARC111,12,3,0.000080,12565.0,9,12565,1.0000,77 57 63 72 74 33 79
ARC111,12,3,0.000080,12565.0,10,12487,0.9938,76 80 81 85 83 78 99 90
ARC111,12,3,0.000080,12565.0,11,12558,0.9994,84 89 88 91 93 94 92 100 104 107
ARC111,12,3,0.000080,12565.0,12,12519,0.9963,95 96 87 101 105 97 102 98 103 108 110
ARC111,12,4,0.000079,12588.0,1,12533,0.9956,1 2 3 4 6 9 7 10 5 12
ARC111,12,4,0.000079,12588.0,2,12572,0.9987,11 8 18 16 29 37 27 20 15 17 28 36 44 26 19 14 24 22 45 51 35 43 49 48
ARC111,12,4,0.000079,12588.0,3,12501,0.9931,25 31 23 32 13 53 30 38 46 52 50 111 104
ARC111,12,4,0.000079,12588.0,4,12491,0.9923,41 21 39 40
ARC111,12,4,0.000079,12588.0,5,12549,0.9969,34 42 67 65 68 85
ARC111,12,4,0.000079,12588.0,6,12528,0.9952,47 60 58 59 57 55
ARC111,12,4,0.000079,12588.0,7,12541,0.9963,54 61 70 56 82 86
ARC111,12,4,0.000079,12588.0,8,12584,0.9997,64 72 74 76 63 79
ARC111,12,4,0.000079,12588.0,9,12581,0.9994,62 71 33 73 75 69 109 110
ARC111,12,4,0.000079,12588.0,10,12498,0.9929,77 78 83 84 89 88 80
ARC111,12,4,0.000079,12588.0,11,12433,0.9877,81 91 94 92 87 90 93 105 108 107 106 103
ARC111,12,4,0.000079,12588.0,12,12588,1.0000,95 96 101 98 100 97 102 99 66
ARC111,12,5,0.000079,12591.0,1,12585,0.9995,1 2 3 4 6 5 10 11 7 111 52 53 50 51 104 44 45
ARC111,12,5,0.000079,12591.0,2,12584,0.9994,12 19 30 14 22 25 34 66 16 27 20
ARC111,12,5,0.000079,12591.0,3,12589,0.9998,42 47 55 58 18 29 48
ARC111,12,5,0.000079,12591.0,4,12587,0.9997,59 54 23 13 60 68 9 17 28 35 43 49 24 46 37
ARC111,12,5,0.000079,12591.0,5,12591,1.0000,61 15 21 26 8 38
ARC111,12,5,0.000079,12591.0,6,12577,0.9989,31 39 40 33 32 65 36
ARC111,12,5,0.000079,12591.0,7,12565,0.9979,41 70 73 56
ARC111,12,5,0.000079,12591.0,8,12511,0.9936,63 64 72 62 69
ARC111,12,5,0.000079,12591.0,9,12531,0.9952,71 57 75 79 77 83 67 109
ARC111,12,5,0.000079,12591.0,10,12539,0.9959,78 84 88 89 74 76 80 86 82 90
ARC111,12,5,0.000079,12591.0,11,12522,0.9945,81 87 85 91 93 94 92 105 106 107 110
ARC111,12,5,0.000079,12591.0,12,12218,0.9704,95 96 101 98 100 99 97 102 103 108
