Run,Generation,BestSoFar,BestInGeneration,MeanCycle
1,1,6644.0,6644.0,6879.0
1,2,6644.0,6644.0,6856.7
1,3,6611.0,6611.0,6831.413043478261
1,4,6611.0,6611.0,6812.5268817204305
1,5,6611.0,6611.0,6774.9390243902435
1,6,6611.0,6611.0,6741.456790123457
1,7,6589.0,6589.0,6730.303797468355
1,8,6589.0,6589.0,6716.048192771084
1,9,6589.0,6589.0,6721.505747126437
1,10,6589.0,6589.0,6712.561797752809
1,11,6576.0,6576.0,6715.202531645569
1,12,6576.0,6576.0,6701.058823529412
1,13,6576.0,6576.0,6688.385542168675
1,14,6576.0,6576.0,6698.123595505618
1,15,6576.0,6576.0,6714.917647058824
1,16,6561.0,6561.0,6712.023529411765
1,17,6561.0,6561.0,6713.433333333333
1,18,6561.0,6561.0,6709.829545454545
1,19,6555.0,6555.0,6695.435294117647
1,20,6555.0,6555.0,6671.407407407408
1,21,6533.0,6533.0,6682.0
1,22,6533.0,6533.0,6667.694117647059
1,23,6533.0,6533.0,6666.670588235294
1,24,6533.0,6533.0,6687.964705882353
1,25,6533.0,6533.0,6678.961538461538
1,26,6533.0,6533.0,6697.48717948718
1,27,6533.0,6533.0,6659.443037974684
1,28,6533.0,6533.0,6660.564705882353
1,29,6533.0,6533.0,6635.855421686747
1,30,6533.0,6533.0,6651.461538461538
1,31,6533.0,6533.0,6644.471910112359
1,32,6533.0,6533.0,6651.0
1,33,6533.0,6533.0,6654.586206896552
1,34,6533.0,6533.0,6652.885057471264
1,35,6533.0,6533.0,6666.545454545455
1,36,6533.0,6533.0,6677.517647058824
1,37,6533.0,6533.0,6665.325301204819
1,38,6523.0,6523.0,6636.721518987341
1,39,6523.0,6523.0,6632.552941176471
1,40,6523.0,6523.0,6662.950617283951
1,41,6515.0,6515.0,6653.476190476191
1,42,6515.0,6515.0,6650.035714285715
1,43,6515.0,6515.0,6677.183908045977
1,44,6515.0,6515.0,6664.193548387097
1,45,6515.0,6515.0,6670.068181818182
1,46,6515.0,6515.0,6653.674418604651
1,47,6515.0,6515.0,6649.928571428572
1,48,6508.0,6508.0,6664.583333333333
1,49,6498.0,6498.0,6638.9
1,50,6498.0,6498.0,6650.725
1,51,6498.0,6498.0,6632.575
1,52,6498.0,6498.0,6641.879518072289
1,53,6498.0,6498.0,6646.594936708861
1,54,6481.0,6481.0,6619.128205128205
1,55,6476.0,6476.0,6621.154929577465
1,56,6476.0,6476.0,6583.505882352942
1,57,6476.0,6476.0,6592.974683544304
1,58,6476.0,6476.0,6607.233766233766
1,59,6476.0,6476.0,6604.172839506173
1,60,6476.0,6476.0,6599.606741573034
1,61,6476.0,6476.0,6602.280487804878
1,62,6467.0,6467.0,6597.554054054054
1,63,6467.0,6467.0,6620.914634146341
1,64,6467.0,6467.0,6609.120481927711
1,65,6467.0,6467.0,6603.271604938272
1,66,6467.0,6467.0,6634.0
1,67,6467.0,6467.0,6618.64367816092
1,68,6467.0,6467.0,6617.964705882353
1,69,6467.0,6467.0,6624.9670329670325
1,70,6467.0,6467.0,6603.877777777778
1,71,6467.0,6467.0,6622.593023255814
1,72,6467.0,6467.0,6605.607142857143
1,73,6467.0,6467.0,6616.035714285715
1,74,6467.0,6467.0,6616.9390243902435
1,75,6467.0,6467.0,6598.4
1,76,6467.0,6467.0,6592.433734939759
1,77,6467.0,6467.0,6591.909090909091
1,78,6467.0,6467.0,6600.530864197531
1,79,6467.0,6467.0,6620.5952380952385
1,80,6467.0,6467.0,6636.195121951219
1,81,6467.0,6467.0,6626.159090909091
1,82,6467.0,6467.0,6643.730337078651
1,83,6467.0,6467.0,6624.869047619048
1,84,6467.0,6467.0,6612.189873417721
1,85,6467.0,6467.0,6620.047058823529
1,86,6467.0,6467.0,6625.831325301205
1,87,6467.0,6467.0,6621.426829268293
1,88,6467.0,6467.0,6638.109756097561
1,89,6467.0,6467.0,6616.101265822785
1,90,6467.0,6467.0,6605.635294117647
1,91,6467.0,6467.0,6598.704545454545
1,92,6467.0,6467.0,6606.3625
1,93,6467.0,6467.0,6627.01282051282
1,94,6467.0,6467.0,6619.426666666666
1,95,6467.0,6467.0,6607.428571428572
1,96,6467.0,6467.0,6611.2625
1,97,6467.0,6467.0,6620.735632183908
1,98,6467.0,6467.0,6620.903614457831
1,99,6467.0,6467.0,6600.725
1,100,6467.0,6467.0,6609.75
1,101,6467.0,6467.0,6624.2962962962965
1,102,6467.0,6467.0,6607.785714285715
1,103,6467.0,6467.0,6592.556962025316
1,104,6467.0,6467.0,6617.5375
1,105,6467.0,6467.0,6611.197530864198
1,106,6467.0,6467.0,6624.421686746988
1,107,6467.0,6467.0,6625.197674418605
1,108,6467.0,6467.0,6612.118421052632
1,109,6467.0,6467.0,6602.0609756097565
1,110,6467.0,6467.0,6609.259259259259
1,111,6467.0,6467.0,6636.305882352941
1,112,6467.0,6467.0,6623.671052631579
