Run,Generation,BestSoFar,BestInGeneration,MeanCycle
1,1,296.0,296.0,299.03
1,2,296.0,296.0,298.82608695652175
1,3,296.0,296.0,298.44943820224717
1,4,296.0,296.0,298.3763440860215
1,5,296.0,296.0,298.39130434782606
1,6,295.0,295.0,298.2631578947368
1,7,295.0,295.0,298.05555555555554
1,8,295.0,295.0,297.8817204301075
1,9,295.0,295.0,297.8876404494382
1,10,295.0,295.0,297.69662921348316
1,11,295.0,295.0,297.8048780487805
1,12,295.0,295.0,297.9222222222222
1,13,295.0,295.0,297.9418604651163
1,14,295.0,295.0,297.7586206896552
1,15,295.0,295.0,298.0217391304348
1,16,295.0,295.0,297.5357142857143
1,17,295.0,295.0,297.8791208791209
1,18,295.0,295.0,297.8192771084337
1,19,295.0,295.0,297.72093023255815
1,20,295.0,295.0,297.5869565217391
1,21,295.0,295.0,297.51724137931035
1,22,295.0,295.0,297.575
1,23,295.0,295.0,297.4096385542169
1,24,295.0,295.0,297.5057471264368
1,25,295.0,295.0,297.3488372093023
1,26,295.0,295.0,297.45454545454544
1,27,295.0,295.0,297.56626506024094
1,28,295.0,295.0,297.7415730337079
1,29,295.0,295.0,297.89772727272725
1,30,295.0,295.0,297.48837209302326
1,31,295.0,295.0,297.561797752809
1,32,295.0,295.0,297.61538461538464
1,33,295.0,295.0,297.89772727272725
1,34,295.0,295.0,297.78409090909093
1,35,295.0,295.0,297.5681818181818
1,36,295.0,295.0,297.55172413793105
1,37,295.0,295.0,298.0348837209302
1,38,295.0,295.0,297.79545454545456
1,39,295.0,295.0,297.7011494252874
1,40,295.0,295.0,297.7560975609756
1,41,295.0,295.0,297.7926829268293
1,42,295.0,295.0,297.6860465116279
1,43,295.0,295.0,297.4390243902439
1,44,295.0,295.0,297.35714285714283
1,45,295.0,295.0,297.45348837209303
1,46,295.0,295.0,297.2823529411765
1,47,295.0,295.0,297.3529411764706
1,48,295.0,295.0,297.43373493975906
1,49,295.0,295.0,297.56976744186045
1,50,295.0,295.0,297.55555555555554
1,51,295.0,295.0,297.1505376344086
1,52,295.0,295.0,297.3707865168539
1,53,295.0,295.0,297.7
1,54,295.0,295.0,297.57142857142856
1,55,295.0,295.0,297.5357142857143
1,56,295.0,295.0,297.81720430107526
1,57,295.0,295.0,297.9222222222222
1,58,295.0,295.0,297.8045977011494
1,59,295.0,295.0,297.6046511627907
1,60,295.0,295.0,297.76666666666665
1,61,295.0,295.0,297.67469879518075
1,62,295.0,295.0,297.5348837209302
1,63,295.0,295.0,297.90909090909093
1,64,295.0,295.0,298.0348837209302
1,65,295.0,295.0,297.76404494382024
1,66,295.0,295.0,298.0326086956522
1,67,295.0,295.0,298.0
1,68,295.0,295.0,298.25
1,69,295.0,295.0,298.09090909090907
1,70,295.0,295.0,297.7977528089888
1,71,295.0,295.0,297.8837209302326
1,72,295.0,295.0,298.25
1,73,295.0,295.0,297.8
1,74,295.0,295.0,297.5882352941176
1,75,295.0,295.0,297.71794871794873
1,76,295.0,295.0,297.70238095238096
1,77,295.0,295.0,297.4767441860465
1,78,295.0,295.0,297.5402298850575
1,79,295.0,295.0,297.33734939759034
1,80,295.0,295.0,297.26506024096386
1,81,295.0,295.0,297.45882352941175
1,82,295.0,295.0,297.8095238095238
1,83,295.0,295.0,297.3058823529412
1,84,295.0,295.0,297.6341463414634
1,85,295.0,295.0,297.5
1,86,295.0,295.0,297.5595238095238
1,87,295.0,295.0,297.70454545454544
1,88,295.0,295.0,297.56626506024094
1,89,295.0,295.0,297.81481481481484
1,90,295.0,295.0,297.90588235294115
1,91,295.0,295.0,297.9555555555556
1,92,295.0,295.0,297.86516853932585
1,93,295.0,295.0,297.71590909090907
1,94,295.0,295.0,297.4175824175824
1,95,295.0,295.0,297.57142857142856
1,96,295.0,295.0,297.32954545454544
1,97,295.0,295.0,297.4431818181818
1,98,295.0,295.0,297.4065934065934
1,99,295.0,295.0,297.2048192771084
1,100,295.0,295.0,297.41975308641975
1,101,295.0,295.0,297.2282608695652
1,102,295.0,295.0,297.1744186046512
1,103,295.0,295.0,297.04395604395603
1,104,295.0,295.0,297.2142857142857
1,105,295.0,295.0,297.27906976744185
1,106,295.0,295.0,297.45882352941175
1,107,295.0,295.0,297.2808988764045
1,108,295.0,295.0,297.5730337078652
1,109,295.0,295.0,297.4146341463415
1,110,295.0,295.0,297.0921052631579
1,111,295.0,295.0,297.3058823529412
1,112,295.0,295.0,297.60493827160496
1,113,295.0,295.0,297.41333333333336
1,114,295.0,295.0,297.4047619047619
1,115,295.0,295.0,297.4651162790698
1,116,295.0,295.0,297.075
1,117,295.0,295.0,296.88235294117646
1,118,295.0,295.0,297.2903225806452
1,119,295.0,295.0,297.4222222222222
1,120,295.0,295.0,297.320987654321
1,121,295.0,295.0,297.35897435897436
1,122,295.0,295.0,297.4269662921348
1,123,295.0,295.0,297.7176470588235
1,124,295.0,295.0,297.72093023255815
1,125,295.0,295.0,297.3176470588235
1,126,295.0,295.0,297.03614457831327
1,127,295.0,295.0,297.0
1,128,295.0,295.0,297.0348837209302
1,129,295.0,295.0,297.25581395348837
1,130,295.0,295.0,297.5903614457831
1,131,295.0,295.0,297.40909090909093
1,132,295.0,295.0,297.9764705882353
1,133,295.0,295.0,297.7469879518072
1,134,295.0,295.0,297.7111111111111
1,135,295.0,295.0,297.4130434782609
1,136,295.0,295.0,297.48837209302326
1,137,295.0,295.0,297.21590909090907
1,138,295.0,295.0,297.27777777777777
1,139,295.0,295.0,297.5287356321839
1,140,295.0,295.0,297.9012345679012
1,141,295.0,295.0,297.7283950617284
1,142,295.0,295.0,297.5731707317073
1,143,295.0,295.0,297.7647058823529
1,144,295.0,295.0,297.55555555555554
1,145,295.0,295.0,297.48275862068965
1,146,295.0,295.0,297.3690476190476
1,147,295.0,295.0,297.4698795180723
1,148,295.0,295.0,297.7011494252874
1,149,295.0,295.0,297.56470588235294
1,150,295.0,295.0,296.84090909090907
1,151,295.0,295.0,296.6179775280899
1,152,295.0,295.0,296.7391304347826
1,153,295.0,295.0,297.16470588235296
1,154,295.0,295.0,297.0238095238095
1,155,295.0,295.0,296.97777777777776
1,156,294.0,294.0,297.0
1,157,294.0,294.0,297.1764705882353
1,158,294.0,294.0,297.0952380952381
1,159,294.0,294.0,297.32530120481925
1,160,294.0,294.0,297.15294117647056
1,161,294.0,294.0,296.93023255813955
1,162,294.0,294.0,296.5113636363636
1,163,294.0,294.0,296.58620689655174
1,164,294.0,294.0,296.70454545454544
1,165,294.0,294.0,296.77647058823527
1,166,294.0,294.0,296.7816091954023
1,167,294.0,294.0,296.85057471264366
1,168,294.0,294.0,296.70512820512823
1,169,294.0,294.0,296.30232558139534
1,170,294.0,294.0,296.25555555555553
1,171,294.0,294.0,296.7586206896552
1,172,294.0,294.0,296.50602409638554
1,173,294.0,294.0,296.3658536585366
1,174,294.0,294.0,296.0
1,175,294.0,294.0,295.97435897435895
1,176,294.0,294.0,296.3292682926829
1,177,294.0,294.0,296.7241379310345
1,178,294.0,294.0,296.9080459770115
1,179,294.0,294.0,296.93023255813955
1,180,294.0,294.0,296.65822784810126
1,181,294.0,294.0,296.60714285714283
1,182,294.0,294.0,296.8588235294118
1,183,294.0,294.0,296.86516853932585
1,184,294.0,294.0,296.5882352941176
1,185,294.0,294.0,297.1927710843373
