Instance,Stations(m),RankInBestRun,Fitness,Cycle,StationIndex,StationLoad,StationUtilization(Load/Cycle),TasksSequence
ARC83,12,1,0.000155,6431.0,1,6194,0.9631,1 2 5 3
ARC83,12,1,0.000155,6431.0,2,6384,0.9927,4 6 10 25 13
ARC83,12,1,0.000155,6431.0,3,6408,0.9964,17 14 19 7 24 29
ARC83,12,1,0.000155,6431.0,4,6431,1.0000,11 15 18 23 22 21 27 30 31
ARC83,12,1,0.000155,6431.0,5,6394,0.9942,28 32 33 34 9 20
ARC83,12,1,0.000155,6431.0,6,6429,0.9997,12 36 16 39 42 8 44
ARC83,12,1,0.000155,6431.0,7,6415,0.9975,46 48 38 41 45 47 49 50 51 52
ARC83,12,1,0.000155,6431.0,8,6428,0.9995,53 43 26 69 70 72 71 73
ARC83,12,1,0.000155,6431.0,9,6358,0.9886,54 55 56 57 58 59 60 61 62 63 64
ARC83,12,1,0.000155,6431.0,10,6411,0.9969,37 65 66 67 68 75 74
ARC83,12,1,0.000155,6431.0,11,6414,0.9974,76 35 40 77 78 79 80
ARC83,12,1,0.000155,6431.0,12,5441,0.8461,81 82 83
ARC83,12,2,0.000155,6431.0,1,6194,0.9631,1 2 5 3
ARC83,12,2,0.000155,6431.0,2,6384,0.9927,4 6 10 25 13
ARC83,12,2,0.000155,6431.0,3,6408,0.9964,17 14 19 7 24 29
ARC83,12,2,0.000155,6431.0,4,6431,1.0000,11 15 18 23 22 21 27 30 31
ARC83,12,2,0.000155,6431.0,5,6394,0.9942,28 32 33 34 9 20
ARC83,12,2,0.000155,6431.0,6,6429,0.9997,12 36 16 39 42 8 44
ARC83,12,2,0.000155,6431.0,7,6415,0.9975,46 48 38 41 45 47 49 50 51 52
ARC83,12,2,0.000155,6431.0,8,6428,0.9995,53 43 26 69 70 72 71 73
ARC83,12,2,0.000155,6431.0,9,6358,0.9886,54 55 56 57 58 59 60 61 62 63 64
ARC83,12,2,0.000155,6431.0,10,6411,0.9969,37 65 66 67 68 75 74
ARC83,12,2,0.000155,6431.0,11,6414,0.9974,76 35 40 77 78 79 80
ARC83,12,2,0.000155,6431.0,12,5441,0.8461,81 82 83
ARC83,12,3,0.000155,6431.0,1,6194,0.9631,1 2 5 3
ARC83,12,3,0.000155,6431.0,2,6384,0.9927,4 6 10 25 13
ARC83,12,3,0.000155,6431.0,3,6408,0.9964,17 14 19 7 24 29
ARC83,12,3,0.000155,6431.0,4,6431,1.0000,11 15 18 23 22 21 27 30 31
ARC83,12,3,0.000155,6431.0,5,6394,0.9942,28 32 33 34 9 20
ARC83,12,3,0.000155,6431.0,6,6429,0.9997,12 36 16 39 42 8 44
ARC83,12,3,0.000155,6431.0,7,6415,0.9975,46 48 38 41 45 47 49 50 51 52
ARC83,12,3,0.000155,6431.0,8,6428,0.9995,53 43 26 69 70 72 71 73
ARC83,12,3,0.000155,6431.0,9,6358,0.9886,54 55 56 57 58 59 60 61 62 63 64
ARC83,12,3,0.000155,6431.0,10,6411,0.9969,37 65 66 67 68 75 74
ARC83,12,3,0.000155,6431.0,11,6414,0.9974,76 35 40 77 78 79 80
ARC83,12,3,0.000155,6431.0,12,5441,0.8461,81 82 83
ARC83,12,4,0.000155,6431.0,1,6194,0.9631,1 2 5 3
ARC83,12,4,0.000155,6431.0,2,6384,0.9927,4 6 10 25 13
ARC83,12,4,0.000155,6431.0,3,6408,0.9964,17 14 19 7 24 29
ARC83,12,4,0.000155,6431.0,4,6431,1.0000,11 15 18 23 22 21 27 30 31
ARC83,12,4,0.000155,6431.0,5,6394,0.9942,28 32 33 34 9 20
ARC83,12,4,0.000155,6431.0,6,6429,0.9997,12 36 16 39 42 8 44
ARC83,12,4,0.000155,6431.0,7,6415,0.9975,46 48 38 41 45 47 49 50 51 52
ARC83,12,4,0.000155,6431.0,8,6428,0.9995,53 43 26 69 70 72 71 73
ARC83,12,4,0.000155,6431.0,9,6358,0.9886,54 55 56 57 58 59 60 61 62 63 64
ARC83,12,4,0.000155,6431.0,10,6411,0.9969,37 65 66 67 68 75 74
ARC83,12,4,0.000155,6431.0,11,6414,0.9974,76 35 40 77 78 79 80
ARC83,12,4,0.000155,6431.0,12,5441,0.8461,81 82 83
ARC83,12,5,0.000155,6431.0,1,6194,0.9631,1 2 5 3
ARC83,12,5,0.000155,6431.0,2,6384,0.9927,4 6 10 25 13
ARC83,12,5,0.000155,6431.0,3,6408,0.9964,17 14 19 7 24 29
ARC83,12,5,0.000155,6431.0,4,6431,1.0000,11 15 18 23 22 21 27 30 31
ARC83,12,5,0.000155,6431.0,5,6394,0.9942,28 32 33 34 9 20
ARC83,12,5,0.000155,6431.0,6,6429,0.9997,12 36 16 39 42 8 44
ARC83,12,5,0.000155,6431.0,7,6415,0.9975,46 48 38 41 45 47 49 50 51 52
ARC83,12,5,0.000155,6431.0,8,6428,0.9995,53 43 26 69 70 72 71 73
ARC83,12,5,0.000155,6431.0,9,6358,0.9886,54 55 56 57 58 59 60 61 62 63 64
ARC83,12,5,0.000155,6431.0,10,6411,0.9969,37 65 66 67 68 75 74
ARC83,12,5,0.000155,6431.0,11,6414,0.9974,76 35 40 77 78 79 80
ARC83,12,5,0.000155,6431.0,12,5441,0.8461,81 82 83
ARC83,12,6,0.000155,6431.0,1,6194,0.9631,1 2 5 3
ARC83,12,6,0.000155,6431.0,2,6384,0.9927,4 6 10 25 13
ARC83,12,6,0.000155,6431.0,3,6408,0.9964,17 14 19 7 24 29
ARC83,12,6,0.000155,6431.0,4,6431,1.0000,11 15 18 23 22 21 27 30 31
ARC83,12,6,0.000155,6431.0,5,6394,0.9942,28 32 33 34 9 20
ARC83,12,6,0.000155,6431.0,6,6429,0.9997,12 36 16 39 42 8 44
ARC83,12,6,0.000155,6431.0,7,6415,0.9975,46 48 38 41 45 47 49 50 51 52
ARC83,12,6,0.000155,6431.0,8,6428,0.9995,53 43 26 69 70 72 71 73
ARC83,12,6,0.000155,6431.0,9,6358,0.9886,54 55 56 57 58 59 60 61 62 63 64
ARC83,12,6,0.000155,6431.0,10,6411,0.9969,37 65 66 67 68 75 74
ARC83,12,6,0.000155,6431.0,11,6414,0.9974,76 35 40 77 78 79 80
ARC83,12,6,0.000155,6431.0,12,5441,0.8461,81 82 83
ARC83,12,7,0.000155,6440.0,1,6194,0.9618,1 2 5 3
ARC83,12,7,0.000155,6440.0,2,6384,0.9913,4 6 10 25 13
ARC83,12,7,0.000155,6440.0,3,6408,0.9950,17 14 19 7 24 29
ARC83,12,7,0.000155,6440.0,4,6431,0.9986,11 15 18 23 22 21 27 30 31
ARC83,12,7,0.000155,6440.0,5,6394,0.9929,28 32 33 34 9 20
ARC83,12,7,0.000155,6440.0,6,6440,1.0000,12 36 38 16 41 39 45 44
ARC83,12,7,0.000155,6440.0,7,6404,0.9944,47 8 49 42 46 48 50 51 52
ARC83,12,7,0.000155,6440.0,8,6428,0.9981,53 43 26 69 70 72 71 73
ARC83,12,7,0.000155,6440.0,9,6358,0.9873,54 55 56 57 58 59 60 61 62 63 64
ARC83,12,7,0.000155,6440.0,10,6411,0.9955,37 65 66 67 68 75 74
ARC83,12,7,0.000155,6440.0,11,6414,0.9960,76 35 40 77 78 79 80
ARC83,12,7,0.000155,6440.0,12,5441,0.8449,81 82 83
ARC83,12,8,0.000155,6458.0,1,6194,0.9591,1 2 5 3
