Run,Generation,BestSoFar,BestInGeneration,MeanCycle
1,1,139.0,139.0,142.18
1,2,139.0,139.0,141.51724137931035
1,3,139.0,139.0,141.13253012048193
1,4,139.0,139.0,140.7
1,5,139.0,139.0,140.752688172043
1,6,139.0,139.0,140.30588235294118
1,7,139.0,139.0,140.40697674418604
1,8,139.0,139.0,140.13953488372093
1,9,139.0,139.0,140.57954545454547
1,10,139.0,139.0,140.32584269662922
1,11,139.0,139.0,140.13253012048193
1,12,139.0,139.0,140.0722891566265
1,13,139.0,139.0,140.0
1,14,139.0,139.0,140.1888888888889
1,15,139.0,139.0,140.02380952380952
1,16,139.0,139.0,139.88235294117646
1,17,139.0,139.0,139.9655172413793
1,18,139.0,139.0,140.13636363636363
1,19,139.0,139.0,140.09195402298852
1,20,139.0,139.0,140.16091954022988
1,21,139.0,139.0,140.1264367816092
1,22,139.0,139.0,139.98809523809524
1,23,139.0,139.0,139.8876404494382
1,24,139.0,139.0,140.06896551724137
1,25,138.0,138.0,139.63855421686748
1,26,138.0,138.0,139.7375
1,27,138.0,138.0,139.7906976744186
1,28,138.0,138.0,139.74117647058824
1,29,138.0,138.0,139.93103448275863
1,30,138.0,138.0,139.65555555555557
1,31,138.0,138.0,139.4777777777778
1,32,138.0,138.0,139.53571428571428
1,33,138.0,138.0,140.025
1,34,138.0,138.0,139.64285714285714
1,35,138.0,138.0,139.73493975903614
1,36,138.0,138.0,139.51136363636363
1,37,138.0,138.0,139.3095238095238
1,38,138.0,138.0,139.42168674698794
1,39,138.0,138.0,139.43589743589743
1,40,138.0,138.0,139.4659090909091
1,41,138.0,138.0,139.23529411764707
1,42,138.0,138.0,139.40963855421685
1,43,138.0,138.0,139.1860465116279
1,44,138.0,138.0,139.0595238095238
1,45,138.0,138.0,138.96052631578948
1,46,138.0,138.0,139.22619047619048
1,47,138.0,138.0,139.0
1,48,138.0,138.0,139.05882352941177
1,49,138.0,138.0,138.92045454545453
1,50,138.0,138.0,139.02325581395348
1,51,138.0,138.0,139.12345679012347
1,52,138.0,138.0,139.1219512195122
1,53,138.0,138.0,139.2289156626506
1,54,138.0,138.0,139.28571428571428
1,55,138.0,138.0,139.25581395348837
1,56,138.0,138.0,139.0909090909091
1,57,138.0,138.0,138.94594594594594
1,58,138.0,138.0,139.19753086419752
1,59,138.0,138.0,139.2906976744186
1,60,138.0,138.0,139.33734939759037
1,61,138.0,138.0,139.13953488372093
1,62,138.0,138.0,139.3048780487805
1,63,138.0,138.0,139.11494252873564
1,64,138.0,138.0,139.5505617977528
1,65,138.0,138.0,139.25925925925927
1,66,138.0,138.0,139.11904761904762
1,67,138.0,138.0,139.3048780487805
1,68,138.0,138.0,139.14634146341464
1,69,138.0,138.0,139.2375
1,70,138.0,138.0,139.28735632183907
1,71,138.0,138.0,139.13924050632912
1,72,138.0,138.0,139.2183908045977
1,73,138.0,138.0,139.4404761904762
1,74,138.0,138.0,139.76190476190476
1,75,138.0,138.0,139.91860465116278
1,76,138.0,138.0,139.63529411764705
1,77,138.0,138.0,139.49397590361446
1,78,138.0,138.0,139.35294117647058
1,79,138.0,138.0,139.27777777777777
1,80,138.0,138.0,139.41666666666666
1,81,138.0,138.0,139.46835443037975
1,82,138.0,138.0,139.34883720930233
1,83,138.0,138.0,139.53658536585365
1,84,138.0,138.0,139.47619047619048
1,85,138.0,138.0,139.47435897435898
1,86,138.0,138.0,139.6153846153846
1,87,138.0,138.0,139.26829268292684
1,88,138.0,138.0,139.0235294117647
1,89,138.0,138.0,139.51764705882354
1,90,138.0,138.0,139.5
1,91,138.0,138.0,139.4102564102564
1,92,138.0,138.0,139.29761904761904
1,93,138.0,138.0,139.61904761904762
1,94,138.0,138.0,139.425
1,95,138.0,138.0,139.3734939759036
1,96,138.0,138.0,139.3186813186813
1,97,138.0,138.0,139.24444444444444
1,98,138.0,138.0,139.31645569620252
1,99,138.0,138.0,139.46428571428572
1,100,138.0,138.0,139.1625
1,101,138.0,138.0,139.2235294117647
1,102,138.0,138.0,139.26666666666668
1,103,138.0,138.0,139.22222222222223
1,104,138.0,138.0,139.29545454545453
1,105,138.0,138.0,139.18421052631578
1,106,138.0,138.0,139.16091954022988
1,107,138.0,138.0,139.36263736263737
1,108,138.0,138.0,139.5977011494253
1,109,138.0,138.0,139.3012048192771
1,110,138.0,138.0,139.37662337662337
1,111,138.0,138.0,139.21917808219177
1,112,138.0,138.0,139.30769230769232
1,113,138.0,138.0,139.46428571428572
1,114,138.0,138.0,139.5340909090909
1,115,138.0,138.0,139.4320987654321
1,116,138.0,138.0,139.2051282051282
1,117,138.0,138.0,139.37333333333333
