Run,Generation,BestSoFar,BestInGeneration,MeanCycle
1,1,28.0,28.0,30.19
1,2,28.0,28.0,30.022222222222222
1,3,28.0,28.0,29.923076923076923
1,4,28.0,28.0,29.863636363636363
1,5,28.0,28.0,29.61627906976744
1,6,28.0,28.0,29.5375
1,7,28.0,28.0,29.435294117647057
1,8,28.0,28.0,29.528735632183906
1,9,28.0,28.0,29.42168674698795
1,10,28.0,28.0,29.388235294117646
1,11,28.0,28.0,29.452380952380953
1,12,28.0,28.0,29.32183908045977
1,13,28.0,28.0,29.392857142857142
1,14,28.0,28.0,29.25581395348837
1,15,28.0,28.0,29.452380952380953
1,16,28.0,28.0,29.4
1,17,28.0,28.0,29.358974358974358
1,18,28.0,28.0,29.31111111111111
1,19,28.0,28.0,29.229885057471265
1,20,28.0,28.0,29.263736263736263
1,21,28.0,28.0,29.235955056179776
1,22,28.0,28.0,29.183908045977013
1,23,28.0,28.0,29.178571428571427
1,24,28.0,28.0,29.25581395348837
1,25,28.0,28.0,29.31111111111111
1,26,28.0,28.0,29.253012048192772
1,27,28.0,28.0,29.27848101265823
1,28,28.0,28.0,29.296296296296298
1,29,28.0,28.0,29.17948717948718
1,30,28.0,28.0,29.12
1,31,28.0,28.0,29.103896103896105
1,32,28.0,28.0,29.073170731707318
1,33,28.0,28.0,29.211764705882352
1,34,28.0,28.0,29.146341463414632
1,35,28.0,28.0,29.214285714285715
1,36,28.0,28.0,29.261363636363637
1,37,28.0,28.0,29.30952380952381
1,38,28.0,28.0,29.109756097560975
1,39,28.0,28.0,29.044444444444444
1,40,28.0,28.0,29.24137931034483
1,41,28.0,28.0,29.436781609195403
1,42,28.0,28.0,29.19047619047619
1,43,28.0,28.0,29.11764705882353
1,44,28.0,28.0,29.141176470588235
1,45,28.0,28.0,29.08433734939759
1,46,28.0,28.0,29.11111111111111
1,47,28.0,28.0,29.141025641025642
1,48,28.0,28.0,29.132530120481928
1,49,28.0,28.0,29.049382716049383
1,50,28.0,28.0,29.2183908045977
1,51,28.0,28.0,29.226190476190474
1,52,28.0,28.0,29.229885057471265
1,53,28.0,28.0,29.38095238095238
1,54,28.0,28.0,29.455555555555556
1,55,28.0,28.0,29.329268292682926
1,56,28.0,28.0,29.382022471910112
1,57,28.0,28.0,29.488095238095237
1,58,28.0,28.0,29.441558441558442
1,59,28.0,28.0,29.50588235294118
1,60,28.0,28.0,29.295454545454547
1,61,28.0,28.0,29.49411764705882
1,62,28.0,28.0,29.457831325301203
1,63,28.0,28.0,29.3125
1,64,28.0,28.0,29.455555555555556
1,65,28.0,28.0,29.38095238095238
1,66,28.0,28.0,29.475
1,67,28.0,28.0,29.320987654320987
1,68,28.0,28.0,29.29268292682927
1,69,28.0,28.0,29.44047619047619
1,70,28.0,28.0,29.488636363636363
1,71,28.0,28.0,29.481927710843372
1,72,28.0,28.0,29.317073170731707
1,73,28.0,28.0,29.202380952380953
1,74,28.0,28.0,29.176470588235293
1,75,28.0,28.0,29.34065934065934
1,76,28.0,28.0,29.38372093023256
1,77,28.0,28.0,29.354430379746834
1,78,28.0,28.0,29.318181818181817
1,79,28.0,28.0,29.174418604651162
1,80,28.0,28.0,29.156626506024097
1,81,28.0,28.0,29.228915662650603
1,82,28.0,28.0,29.182926829268293
1,83,28.0,28.0,29.233333333333334
1,84,28.0,28.0,29.181818181818183
1,85,28.0,28.0,29.329268292682926
1,86,28.0,28.0,29.23076923076923
1,87,28.0,28.0,29.25287356321839
1,88,28.0,28.0,29.17241379310345
1,89,28.0,28.0,29.392857142857142
1,90,28.0,28.0,29.348837209302324
1,91,28.0,28.0,29.413793103448278
1,92,28.0,28.0,29.462365591397848
1,93,28.0,28.0,29.325581395348838
1,94,28.0,28.0,29.397435897435898
1,95,28.0,28.0,29.344444444444445
1,96,28.0,28.0,29.341463414634145
1,97,28.0,28.0,29.42168674698795
1,98,28.0,28.0,29.318181818181817
1,99,28.0,28.0,29.388235294117646
1,100,28.0,28.0,29.25287356321839
1,101,28.0,28.0,29.34090909090909
