Instance,Stations(m),RankInBestRun,Fitness,Cycle,StationIndex,StationLoad,StationUtilization(Load/Cycle),TasksSequence
GUNTHER,12,1,0.022727,44.0,1,44,1.0000,1 5 17 2 34 35
GUNTHER,12,1,0.022727,44.0,2,44,1.0000,10 6
GUNTHER,12,1,0.022727,44.0,3,44,1.0000,12 7 3 8 14
GUNTHER,12,1,0.022727,44.0,4,44,1.0000,4 9
GUNTHER,12,1,0.022727,44.0,5,44,1.0000,11 18 15
GUNTHER,12,1,0.022727,44.0,6,44,1.0000,13 19 29
GUNTHER,12,1,0.022727,44.0,7,29,0.6591,20
GUNTHER,12,1,0.022727,44.0,8,40,0.9091,16 21 25
GUNTHER,12,1,0.022727,44.0,9,42,0.9545,22 30 23 26 31 32
GUNTHER,12,1,0.022727,44.0,10,28,0.6364,24 27
GUNTHER,12,1,0.022727,44.0,11,40,0.9091,33
GUNTHER,12,1,0.022727,44.0,12,40,0.9091,28
GUNTHER,12,2,0.022727,44.0,1,44,1.0000,17 1 5 2 34 35
GUNTHER,12,2,0.022727,44.0,2,44,1.0000,6 10
GUNTHER,12,2,0.022727,44.0,3,44,1.0000,12 7 3 8 14
GUNTHER,12,2,0.022727,44.0,4,44,1.0000,4 9
GUNTHER,12,2,0.022727,44.0,5,44,1.0000,11 15 18
GUNTHER,12,2,0.022727,44.0,6,44,1.0000,13 19 29
GUNTHER,12,2,0.022727,44.0,7,29,0.6591,20
GUNTHER,12,2,0.022727,44.0,8,40,0.9091,16 21 25
GUNTHER,12,2,0.022727,44.0,9,42,0.9545,22 23 30 31 26 32
GUNTHER,12,2,0.022727,44.0,10,28,0.6364,24 27
GUNTHER,12,2,0.022727,44.0,11,40,0.9091,33
GUNTHER,12,2,0.022727,44.0,12,40,0.9091,28
GUNTHER,12,3,0.022727,44.0,1,43,0.9773,1 5 2 3
GUNTHER,12,3,0.022727,44.0,2,44,1.0000,6 10
GUNTHER,12,3,0.022727,44.0,3,43,0.9773,12 8 7 14 17 18
GUNTHER,12,3,0.022727,44.0,4,44,1.0000,4 9
GUNTHER,12,3,0.022727,44.0,5,44,1.0000,15 13 29
GUNTHER,12,3,0.022727,44.0,6,44,1.0000,11 19 35
GUNTHER,12,3,0.022727,44.0,7,31,0.7045,20 34
GUNTHER,12,3,0.022727,44.0,8,40,0.9091,16 21 25
GUNTHER,12,3,0.022727,44.0,9,42,0.9545,22 26 30 31 32 23
GUNTHER,12,3,0.022727,44.0,10,28,0.6364,24 27
GUNTHER,12,3,0.022727,44.0,11,40,0.9091,33
GUNTHER,12,3,0.022727,44.0,12,40,0.9091,28
GUNTHER,12,4,0.022727,44.0,1,44,1.0000,17 1 5 2 34 29
GUNTHER,12,4,0.022727,44.0,2,44,1.0000,10 6
GUNTHER,12,4,0.022727,44.0,3,44,1.0000,7 12 8 3 18
GUNTHER,12,4,0.022727,44.0,4,44,1.0000,9 4
GUNTHER,12,4,0.022727,44.0,5,44,1.0000,11 19 14
GUNTHER,12,4,0.022727,44.0,6,44,1.0000,13 15 35
GUNTHER,12,4,0.022727,44.0,7,29,0.6591,20
GUNTHER,12,4,0.022727,44.0,8,40,0.9091,16 21 25
GUNTHER,12,4,0.022727,44.0,9,42,0.9545,30 31 22 23 26 32
GUNTHER,12,4,0.022727,44.0,10,28,0.6364,24 27
GUNTHER,12,4,0.022727,44.0,11,40,0.9091,28
GUNTHER,12,4,0.022727,44.0,12,40,0.9091,33
GUNTHER,12,5,0.022727,44.0,1,44,1.0000,17 1 5 2 34 29
GUNTHER,12,5,0.022727,44.0,2,44,1.0000,10 6
GUNTHER,12,5,0.022727,44.0,3,43,0.9773,12 8 7 14 18 35
GUNTHER,12,5,0.022727,44.0,4,41,0.9318,9 19
GUNTHER,12,5,0.022727,44.0,5,42,0.9545,13 15
GUNTHER,12,5,0.022727,44.0,6,34,0.7727,20 3
GUNTHER,12,5,0.022727,44.0,7,40,0.9091,16 21 30
GUNTHER,12,5,0.022727,44.0,8,43,0.9773,31 25 4 32 22
