Instance,Stations(m),RankInBestRun,Fitness,Cycle,StationIndex,StationLoad,StationUtilization(Load/Cycle),TasksSequence
LUTZ3,3,1,0.001825,548.0,1,548,1.0000,30 1 2 3 4 5 10 6 7 9 8 11 12 13 14 15 16 17 18 19 20 28 21 54 55 56 57 64 62 58 59 63
LUTZ3,3,1,0.001825,548.0,2,548,1.0000,66 61 22 23 24 65 60 67 25 27 29 26 31 32 33 34 35 36 37 38 39 41 43 40 44 42 48
LUTZ3,3,1,0.001825,548.0,3,548,1.0000,45 46 47 49 50 51 52 53 71 70 68 73 69 74 76 75 72 80 77 78 79 81 82 83 85 84 86 87 88 89
LUTZ3,3,2,0.001825,548.0,1,548,1.0000,30 1 2 3 4 5 10 6 7 9 8 11 12 13 14 15 16 17 18 19 20 28 21 54 55 56 57 64 62 58 59 63
LUTZ3,3,2,0.001825,548.0,2,548,1.0000,66 61 22 23 24 65 60 67 25 27 29 26 31 32 33 34 35 36 37 38 39 41 43 40 44 42 48
LUTZ3,3,2,0.001825,548.0,3,548,1.0000,45 46 47 49 50 51 52 53 71 70 68 73 69 74 76 75 72 80 77 78 79 81 82 83 85 84 86 87 88 89
LUTZ3,3,3,0.001825,548.0,1,548,1.0000,1 30 2 3 4 7 5 10 8 9 6 11 12 13 14 15 16 17 18 19 20 21 28 54 55 56 57 64 63 58 62 59
LUTZ3,3,3,0.001825,548.0,2,548,1.0000,61 65 60 66 67 22 23 24 25 27 29 31 32 33 26 34 35 37 36 38 39 41 43 40 44 42 48
LUTZ3,3,3,0.001825,548.0,3,548,1.0000,45 46 47 49 50 51 52 53 71 73 68 70 69 72 74 76 75 77 78 79 80 81 84 82 83 85 86 87 88 89
LUTZ3,3,4,0.001821,549.0,1,547,0.9964,30 1 2 3 4 5 9 10 6 7 11 8 12 13 14 16 15 17 18 19 22 23 20 28 24 25
LUTZ3,3,4,0.001821,549.0,2,549,1.0000,26 29 21 54 55 56 57 64 63 66 59 62 60 61 65 58 67 31 32 27 33 34 35 36 37 38 39 40 42 43 41 44 48
LUTZ3,3,4,0.001821,549.0,3,548,0.9982,45 46 47 49 50 51 52 53 70 68 69 72 80 71 73 74 75 77 78 79 76 81 84 85 82 83 86 87 88 89
LUTZ3,3,5,0.001821,549.0,1,549,1.0000,30 1 2 3 4 5 7 10 8 9 6 11 12 13 14 15 17 16 18 20 21 54 55 28 19 22 23 24
LUTZ3,3,5,0.001821,549.0,2,547,0.9964,25 26 27 29 56 57 64 62 63 59 58 66 61 60 65 67 31 32 33 34 35 36 37 38 39 43 41 45 46 48
LUTZ3,3,5,0.001821,549.0,3,548,0.9982,47 49 50 42 40 44 51 52 53 70 71 69 68 73 74 75 77 76 72 80 78 79 81 85 82 83 84 86 87 88 89
LUTZ3,3,6,0.001821,549.0,1,549,1.0000,30 1 2 3 4 9 5 10 7 8 6 11 12 13 14 16 15 17 18 20 21 28 54 19 22 23 24 55
LUTZ3,3,6,0.001821,549.0,2,547,0.9964,25 26 27 29 31 32 56 57 66 59 60 63 58 61 65 64 62 67 33 34 35 37 36 38 39 41 40 44 43 42 48
LUTZ3,3,6,0.001821,549.0,3,548,0.9982,45 46 47 49 50 51 52 53 70 69 68 71 73 74 75 76 72 80 77 78 79 81 85 84 82 83 86 87 89 88
LUTZ3,3,7,0.001821,549.0,1,547,0.9964,30 1 2 3 4 7 5 10 6 9 8 11 12 13 14 16 15 17 18 20 21 28 54 55 56 57 62 66 61 59 19 60 63
LUTZ3,3,7,0.001821,549.0,2,549,1.0000,22 23 24 25 26 29 64 65 58 67 31 32 27 33 34 35 36 37 38 39 40 42 41 44 43 48
LUTZ3,3,7,0.001821,549.0,3,548,0.9982,45 46 47 49 50 51 52 53 68 71 70 73 74 69 72 80 75 77 78 79 76 81 85 84 82 83 86 87 88 89
LUTZ3,3,8,0.001821,549.0,1,549,1.0000,1 30 2 3 4 6 9 5 10 7 11 12 13 14 16 8 15 17 18 19 22 20 21 28 54 55 56 57 64 61
LUTZ3,3,8,0.001821,549.0,2,549,1.0000,58 66 59 23 63 65 62 60 67 24 25 27 29 31 32 33 26 34 35 37 36 38 39 40 44 43 45 46 48
LUTZ3,3,8,0.001821,549.0,3,546,0.9945,47 49 50 42 41 51 52 53 71 70 69 68 72 80 73 74 76 75 77 78 79 81 85 82 84 83 86 87 88 89
LUTZ3,3,9,0.001821,549.0,1,547,0.9964,30 1 2 3 4 5 6 7 9 11 12 13 8 10 14 15 17 16 18 19 22 23 24 25 27 20 21 54
LUTZ3,3,9,0.001821,549.0,2,549,1.0000,28 29 31 55 56 57 66 65 60 62 63 59 64 61 58 67 32 33 34 35 36 26 37 38 39 41 40 42 44 43 48
LUTZ3,3,9,0.001821,549.0,3,548,0.9982,45 46 47 49 50 51 52 53 70 68 71 73 74 75 69 72 76 80 77 78 79 81 85 82 83 84 86 87 89 88
LUTZ3,3,10,0.001821,549.0,1,549,1.0000,1 2 3 30 4 8 7 6 11 12 13 5 10 14 9 15 16 17 18 20 19 28 21 54 55 22 23 56 57 64
LUTZ3,3,10,0.001821,549.0,2,548,0.9982,63 62 58 59 66 61 24 25 65 60 67 27 29 26 31 32 33 34 35 36 37 38 39 42 43 45 46 47
LUTZ3,3,10,0.001821,549.0,3,547,0.9964,48 49 41 40 44 50 51 52 53 69 71 68 73 74 70 72 76 75 77 80 78 79 81 84 82 83 85 86 87 89 88
